year,country,skin,bladder,uterus,"colon, rectum and anus",breast,ovary,prostate,"trachea, bronchus and lung"
2017,Czechia,10.7,24.7,5.1,97.0,24.7,9.7,32.4,143.2
2017,Denmark,12.6,20.7,2.9,86.0,32.1,9.6,47.8,171.9
2017,Estonia,10.7,26.3,8.0,104.9,27.3,10.9,58.0,145.89999999999998
2017,Finland,10.7,13.3,1.7,61.9,25.1,8.8,34.0,104.0
2017,France,7.199999999999999,18.4,2.4,68.6,38.5,10.6,17.9,125.3
2017,Germany,8.2,16.599999999999998,3.0,68.3,31.1,9.1,31.9,132.7
2017,Greece,4.9,29.2,1.9,56.7,28.0,7.2,25.3,165.60000000000002
2017,Hungary,9.8,30.4,6.3,144.8,32.9,11.7,37.4,249.5
2017,Iceland,15.899999999999999,19.6,4.4,60.1,25.4,8.8,39.8,123.7
2017,Israel,9.3,23.0,2.4,63.2,31.4,9.6,19.3,93.5
2017,Italy,8.0,23.4,1.3,70.4,28.3,7.7,21.8,131.2
2017,Japan,1.0,12.7,3.2,76.6,15.6,5.1,13.6,112.9
2017,Korea,1.7999999999999998,12.200000000000001,3.2,62.8,8.9,4.2,13.0,133.1
2017,Latvia,10.7,34.3,8.5,90.3,29.4,14.5,58.3,151.4
2017,Lithuania,9.2,27.9,10.6,86.6,23.9,12.4,48.7,128.5
2017,Luxembourg,7.6,18.799999999999997,1.4,62.3,34.4,12.3,25.1,129.4
2017,Mexico,3.2,6.300000000000001,9.9,29.9,17.1,6.5,28.4,35.5
2017,Netherlands,12.9,21.6,2.1,82.19999999999999,30.5,10.1,37.6,167.6
2017,Peru,3.1,4.9,9.8,26.0,10.5,4.5,25.4,31.9
2017,Poland,11.2,35.099999999999994,7.2,99.3,29.1,11.8,39.1,185.2
2017,Portugal,6.4,25.4,3.1,90.69999999999999,24.3,5.5,34.0,105.89999999999999
2017,Romania,6.4,26.2,13.6,93.6,29.4,8.7,28.3,151.5
2017,Slovak Republic,14.7,27.1,6.6,125.9,35.3,10.6,43.7,138.9
2017,Slovenia,14.1,29.3,3.4,90.0,31.0,10.2,52.0,159.2
2017,South Africa,7.1,13.0,24.3,44.6,26.6,7.0,68.3,87.1
2017,Spain,5.3999999999999995,26.0,2.4,83.8,20.9,6.9,24.9,131.1
2017,Sweden,13.6,19.1,2.6,71.2,23.0,8.8,47.0,98.1
2017,Switzerland,8.8,19.1,1.4,56.9,25.7,8.0,36.7,109.0
2017,United Kingdom,10.1,24.099999999999998,2.4,72.0,29.3,10.4,38.9,148.5
2017,United States,8.1,17.4,2.6,52.099999999999994,24.8,8.4,23.9,143.7
2018,Argentina,4.7,14.799999999999999,6.8,74.3,31.7,6.7,34.4,94.60000000000001
2018,Australia,18.5,13.4,1.9,55.7,23.5,7.6,31.8,110.1
2018,Austria,10.8,17.3,2.5,61.6,28.2,9.1,29.6,123.5
2018,Belgium,8.2,18.8,2.6,59.5,30.2,7.8,28.9,141.10000000000002
2018,Brazil,4.3,12.9,7.8,47.3,22.5,5.2,37.4,70.6
2018,Bulgaria,5.6,22.4,7.0,90.7,26.2,8.2,32.4,122.6
2018,Canada,8.4,19.1,1.9,66.9,24.9,8.4,26.6,155.1
2018,Chile,5.1,14.5,7.3,62.6,19.1,5.9,43.3,74.8
2018,Colombia,4.0,7.5,9.4,44.1,19.6,6.7,31.5,53.1
2018,Costa Rica,3.5999999999999996,9.8,5.7,63.9,19.2,4.9,36.6,36.6
2018,Czechia,10.8,23.9,4.8,93.0,24.4,9.3,31.4,134.6
2018,Denmark,12.2,23.4,2.4,82.1,29.5,9.7,47.0,155.8
2018,Estonia,9.8,25.8,6.4,97.8,26.9,9.6,56.7,148.5
2018,Finland,11.2,13.4,1.6,57.3,23.4,8.3,32.6,100.7
2018,Germany,8.5,16.3,3.1,68.8,31.1,8.9,32.6,130.3
2018,Greece,6.4,26.8,2.1,55.8,28.0,7.8,25.2,161.4
2018,Hungary,9.3,30.5,6.8,144.5,32.6,10.9,34.5,244.3
2018,Iceland,14.7,20.0,3.7,62.5,28.2,8.6,38.5,127.80000000000001
2018,Ireland,13.2,19.1,4.1,76.2,35.8,13.4,37.0,136.8
2018,Israel,9.2,20.8,2.7,60.5,29.4,8.0,16.3,93.69999999999999
2018,Japan,1.0,12.1,3.3,75.1,15.7,5.1,13.4,110.4
2018,Korea,1.7999999999999998,11.4,3.0,60.0,8.6,4.4,13.6,126.4
2018,Latvia,10.7,31.0,9.8,91.1,29.4,13.4,60.8,139.6
2018,Lithuania,11.0,25.3,10.5,84.1,25.6,12.7,47.9,124.0
2018,Luxembourg,6.6,18.1,1.0,72.8,28.8,9.4,25.5,123.7
2018,Mexico,3.5999999999999996,6.2,9.7,29.5,17.4,6.3,28.6,34.0
2018,Netherlands,12.3,20.3,2.2,76.8,28.8,9.2,34.2,157.5
2018,Peru,4.2,5.8,11.0,28.8,12.1,4.1,26.9,36.4
2018,Poland,11.6,33.6,6.9,97.2,29.3,12.3,38.6,181.1
2018,Portugal,5.8,24.7,3.3,88.0,23.5,5.6,34.5,105.80000000000001
2018,Romania,6.300000000000001,24.7,12.8,94.6,29.0,9.4,28.6,147.9
2018,Slovak Republic,13.8,27.700000000000003,7.8,129.8,34.3,9.6,42.3,138.0
2018,Slovenia,17.5,31.8,3.0,97.4,33.3,10.8,50.2,153.0
2018,South Africa,7.2,14.2,23.9,42.6,26.8,6.6,65.8,84.1
2018,Spain,5.2,24.200000000000003,2.2,82.1,20.9,6.5,23.9,129.1
2018,Sweden,12.8,17.5,2.6,67.9,22.3,9.2,45.3,90.9
2018,Switzerland,8.9,18.5,1.5,53.5,26.3,7.5,34.9,107.0
2018,United Kingdom,10.3,23.6,2.4,72.7,30.1,10.8,38.4,147.3
2018,United States,8.1,16.900000000000002,2.5,50.9,24.6,8.0,24.0,136.5
2019,Argentina,4.7,15.5,7.0,74.7,32.0,6.7,34.0,92.9
2019,Australia,17.8,13.7,1.8,53.699999999999996,24.7,8.3,33.9,110.0
2019,Austria,11.0,17.0,2.8,61.0,27.9,8.4,31.8,119.3
2019,Brazil,4.6,12.7,7.6,47.699999999999996,22.4,5.2,36.8,70.1
2019,Bulgaria,7.1,23.1,7.2,99.69999999999999,27.7,9.1,34.6,127.5
2019,Canada,8.7,17.799999999999997,2.1,66.7,24.4,8.4,27.0,148.7
2019,Chile,4.9,12.5,7.6,63.0,19.7,6.2,39.6,71.1
2019,Colombia,3.7,7.5,9.5,44.2,20.2,6.3,32.6,49.400000000000006
2019,Costa Rica,4.7,10.2,6.7,55.0,20.1,4.3,34.5,32.6
2019,Croatia,13.3,31.2,4.4,133.1,26.6,12.0,44.1,180.7
2019,Czechia,11.1,26.6,4.4,92.80000000000001,25.8,9.1,32.6,134.2
2019,Denmark,13.8,21.4,2.4,81.4,30.0,8.7,46.7,160.7
2019,Estonia,9.1,26.2,7.2,100.7,25.4,8.8,56.1,139.8
2019,Finland,9.9,14.700000000000001,1.4,60.5,23.4,8.1,32.6,102.1
2019,Germany,8.5,15.8,3.0,67.1,30.5,8.8,31.8,128.10000000000002
2019,Greece,5.9,27.2,2.2,58.5,28.1,7.1,24.5,160.7
2019,Hungary,9.9,30.699999999999996,6.3,140.4,33.0,10.2,34.4,234.0
2019,Iceland,8.0,19.0,3.6,70.5,33.0,10.5,48.3,118.4
2019,Israel,10.0,17.9,2.7,58.7,30.0,9.1,18.8,90.6
2019,Japan,1.0,12.1,3.4,74.6,15.8,5.0,13.4,109.7
2019,Korea,1.6,11.8,3.1,58.4,8.9,4.2,13.0,125.5
2019,Latvia,8.5,32.599999999999994,10.1,92.3,29.9,13.5,59.2,137.8
2019,Lithuania,10.7,27.1,10.3,86.9,27.1,10.8,47.2,132.2
2019,Luxembourg,6.4,24.5,1.6,61.0,29.1,7.7,24.7,110.2
2019,Mexico,3.3000000000000003,6.300000000000001,9.1,31.0,17.6,6.8,28.6,33.1
2019,Netherlands,11.4,19.3,2.1,70.8,28.0,9.6,33.2,150.7
2019,Peru,5.4,6.300000000000001,11.1,35.0,13.4,4.8,31.3,40.6
2019,Poland,11.4,34.8,6.8,96.9,29.5,11.9,38.8,175.6
2019,Portugal,6.2,20.2,3.1,86.6,24.7,5.2,34.1,106.5
2019,Romania,6.5,25.4,13.4,91.4,27.8,8.6,28.4,143.1
2019,Russia,7.9,16.3,7.4,90.8,24.4,8.4,30.7,118.3
2019,Slovak Republic,11.8,29.0,6.8,121.0,32.5,9.2,41.5,122.2
2019,Slovenia,13.899999999999999,25.0,3.4,83.0,29.2,8.6,45.4,147.5
2019,Spain,5.6,23.5,2.2,81.2,19.9,6.6,23.2,125.6
2019,Switzerland,9.0,18.4,1.5,52.5,25.9,7.4,33.2,101.5
2019,Türkiye,3.1,16.3,1.7,46.2,14.0,5.7,20.1,142.1
2019,United Kingdom,9.5,23.0,2.3,71.1,28.4,10.0,37.2,140.1
2019,United States,7.800000000000001,16.8,2.5,49.7,24.1,7.7,23.5,131.0
2020,Argentina,4.2,13.899999999999999,6.3,68.7,29.4,6.9,30.6,83.4
2020,Australia,17.2,13.5,1.6,52.8,23.2,7.0,32.3,101.7
2020,Austria,11.5,16.5,2.6,61.4,27.5,8.3,32.2,118.1
2020,Brazil,5.0,14.6,7.6,49.6,22.6,4.9,44.2,71.1
2020,Bulgaria,6.4,24.0,8.4,96.9,29.1,9.6,37.3,126.30000000000001
2020,Chile,4.6,12.6,7.5,63.900000000000006,19.1,6.1,36.7,69.9
2020,Colombia,4.2,8.4,9.8,48.7,21.1,6.7,41.2,55.0
2020,Costa Rica,5.6,10.9,6.4,56.0,22.3,4.2,33.9,34.8
2020,Croatia,13.2,31.0,4.9,128.6,25.4,11.2,41.4,173.2
2020,Czechia,11.4,24.3,4.5,88.7,25.2,9.4,33.1,131.2
2020,Denmark,11.5,20.7,2.6,74.6,28.8,8.8,47.6,147.8
2020,Estonia,11.4,25.0,7.4,84.4,26.1,10.7,47.7,133.3
2020,Finland,10.1,13.700000000000001,1.4,54.3,24.7,7.0,31.6,97.3
2020,Germany,8.2,16.1,2.9,65.4,30.0,8.7,31.7,126.5
2020,Greece,5.5,27.1,2.1,56.2,27.3,7.3,25.2,156.7
2020,Iceland,12.7,25.900000000000002,2.9,64.1,25.8,5.9,45.3,113.6
2020,Israel,8.899999999999999,24.299999999999997,2.4,56.6,28.7,8.6,18.3,87.1
2020,Japan,1.0,12.299999999999999,3.3,74.1,15.2,5.2,13.3,108.4
2020,Korea,1.7999999999999998,11.5,2.7,55.3,9.1,4.6,13.1,120.69999999999999
2020,Latvia,7.699999999999999,35.1,8.3,91.0,31.3,15.3,59.2,141.8
2020,Lithuania,9.8,26.8,10.2,85.2,27.1,13.0,48.3,126.3
2020,Luxembourg,10.4,15.600000000000001,0.6,58.8,28.6,6.9,28.0,104.1
2020,Mexico,3.1,6.2,9.4,31.6,17.8,6.6,32.8,31.8
2020,Netherlands,12.100000000000001,20.7,2.3,67.8,28.2,9.3,33.7,147.2
2020,Peru,4.4,6.1,11.6,40.0,14.1,5.6,44.0,36.5
2020,Poland,10.9,34.3,6.5,96.1,29.1,11.4,39.0,165.8
2020,Slovenia,17.1,30.8,2.8,82.5,32.2,7.5,45.9,142.4
2020,Spain,5.8,23.599999999999998,2.3,78.1,20.2,6.6,23.4,122.8
2020,Switzerland,8.6,19.2,1.7,50.1,23.7,7.4,31.3,98.4
2020,United Kingdom,9.7,23.0,2.4,70.4,28.6,9.9,36.9,134.9
2020,United States,7.800000000000001,16.299999999999997,2.5,48.9,23.7,7.5,23.7,124.30000000000001
2021,Australia,17.2,13.3,1.7,52.7,22.8,7.6,32.0,101.6
2021,Austria,11.3,16.599999999999998,2.4,57.8,27.0,7.2,30.1,117.3
2021,Czechia,10.200000000000001,24.0,4.7,86.4,26.3,9.2,31.1,120.30000000000001
2021,Estonia,11.3,28.1,6.1,91.4,25.2,9.5,46.9,129.2
2021,Iceland,9.0,20.799999999999997,1.2,54.9,29.7,8.4,39.5,114.5
2021,Latvia,9.4,33.5,8.7,87.4,29.8,12.9,57.7,136.6
2021,Lithuania,7.9,25.9,8.6,82.4,26.0,12.1,46.8,108.9
2021,Luxembourg,4.9,17.2,2.2,59.8,26.2,7.5,29.0,105.5
2021,Spain,5.5,23.4,2.3,76.4,19.7,6.4,22.9,123.5
